loss
5.889196376800537536e+00
6.090600929260253871e+00
6.333980512619018732e+00
6.579768209457397710e+00
6.624911937713623189e+00
6.491432962417602148e+00
6.358101902008056250e+00
6.428641786575317596e+00
6.536565217971801900e+00
6.722709112167358114e+00
6.776226701736450586e+00
6.632978754043579173e+00
6.562373542785644887e+00
6.363438491821288956e+00
6.411510305404663157e+00
6.276142406463622869e+00
6.464546861648559961e+00
6.513307142257690252e+00
6.513027086257934251e+00
6.683983306884766051e+00
6.629607448577880646e+00
6.504292402267456197e+00
6.444667377471923864e+00
6.348994760513305913e+00
6.406575984954834269e+00
6.442800302505492738e+00
6.291384410858154475e+00
6.292435512542724929e+00
6.371975440979003480e+00
6.545877323150635085e+00
6.580035963058471715e+00
6.368833246231079492e+00
6.419633607864380309e+00
6.424271535873413264e+00
6.275659942626953480e+00
6.405320043563842880e+00
6.529506940841674378e+00
6.458064918518066300e+00
6.421645317077636861e+00
6.332036046981811772e+00
6.276239099502563867e+00
6.181494321823119975e+00
6.296203956604004226e+00
6.129577865600586151e+00
6.163656997680663885e+00
6.247697973251343129e+00
6.217444219589233434e+00
6.412410821914672709e+00
6.238778638839721502e+00
6.099678773880004456e+00
6.133709383010864435e+00
6.071475896835327291e+00
6.083126096725464116e+00
6.088330078124999822e+00
5.980690479278564453e+00
5.909986686706543146e+00
6.000074691772461222e+00
6.172725315093994247e+00
6.164937820434570170e+00
5.995457754135132156e+00
6.024095382690429545e+00
5.864598360061645366e+00
5.910994462966918661e+00
6.046816015243530629e+00
6.039210605621337713e+00
6.069144811630248881e+00
6.087283897399902166e+00
5.991344747543334570e+00
5.914567975997925053e+00
6.064158267974853800e+00
6.050495595932006587e+00
6.006448135375976882e+00
5.898598051071166637e+00
5.788913640975952291e+00
6.068899765014648118e+00
6.103142900466918874e+00
6.041011905670165660e+00
6.055901975631713618e+00
6.031591329574585103e+00
5.806395120620727823e+00
5.824356546401977752e+00
5.775080766677856303e+00
5.568151569366454723e+00
5.573323259353637482e+00
5.866358089447021307e+00
5.810527257919311239e+00
5.762103519439697230e+00
6.185917234420776012e+00
6.071904287338257156e+00
5.862761621475219620e+00
5.847578125000000071e+00
5.698365192413330504e+00
5.579107532501220490e+00
5.529523868560790589e+00
5.606405477523804137e+00
5.933336648941040181e+00
5.882876987457275497e+00
5.715470256805420313e+00
5.604591779708862020e+00
5.773503379821777415e+00
6.017495641708373810e+00
5.924019823074340607e+00
5.797088251113891921e+00
5.815896854400635085e+00
5.852686090469360281e+00
5.633617830276489435e+00
5.413956995010376083e+00
5.291186590194701722e+00
5.435302419662475515e+00
5.730163478851318715e+00
5.777935295104980717e+00
5.552585639953613317e+00
5.570414190292358292e+00
5.479999361038207617e+00
5.506804857254028462e+00
5.547664871215820526e+00
5.388188619613647035e+00
5.275591249465942489e+00
5.307615718841552699e+00
5.336572599411010920e+00
5.553414669036865092e+00
5.472499275207519887e+00
5.409362001419067312e+00
5.473357353210449361e+00
5.419580516815185156e+00
5.477405672073364151e+00
5.469619855880737624e+00
5.451747732162475657e+00
5.591445837020874166e+00
5.518603506088257227e+00
5.438496389389038121e+00
5.235183658599853906e+00
5.137192411422729421e+00
5.038855600357055486e+00
5.034807281494140696e+00
5.364101848602294886e+00
5.530769376754760991e+00
5.586856117248535369e+00
5.545125808715820170e+00
5.325357856750488672e+00
5.273948402404784908e+00
5.153668813705444052e+00
4.940654058456420472e+00
4.839694461822509730e+00
5.163187742233276367e+00
5.314450521469115785e+00
5.173426322937011435e+00
5.046499385833739915e+00
5.036818113327026225e+00
5.315031013488769496e+00
5.388022947311401190e+00
5.179231996536254989e+00
5.026002130508422816e+00
4.780211467742919496e+00
4.800565347671509109e+00
4.997565164566039719e+00
4.825632076263428161e+00
4.694334802627563086e+00
5.032218770980835032e+00
4.947075548171997461e+00
4.866576290130614879e+00
4.817192964553832724e+00
4.973267869949340891e+00
4.823607425689697692e+00
4.860833892822265412e+00
5.055140151977538743e+00
4.827142314910888743e+00
4.684612846374511363e+00
4.735941009521484446e+00
4.546530160903930806e+00
4.341838941574096999e+00
4.245303068161010884e+00
4.822248106002807511e+00
4.761657428741455256e+00
4.997924289703369105e+00
5.018193063735961523e+00
4.684525613784789932e+00
4.550481367111205877e+00
4.485312137603759908e+00
4.230625076293945241e+00
4.163277444839477148e+00
4.334644250869750692e+00
4.459205503463745224e+00
4.241022920608520153e+00
4.473213176727295348e+00
4.342029390335082617e+00
4.121448850631713512e+00
4.146039819717406871e+00
4.216507620811462687e+00
4.371260261535644176e+00
3.969925122261047434e+00
3.900479922294616486e+00
3.660948476791381800e+00
3.661991691589355558e+00
3.527112050056457448e+00
3.400803327560424805e+00
3.446085872650146431e+00
3.264006166458129687e+00
3.233553671836852939e+00
3.470442829132080131e+00
3.461535053253173899e+00
3.254929480552673393e+00
3.116917033195495623e+00
3.121071224212646378e+00
3.085305881500244318e+00
2.977931041717529315e+00
2.957749142646789675e+00
2.871241426467895597e+00
3.234103522300720179e+00
3.003575797080993759e+00
2.922392573356628276e+00
2.911886653900146449e+00
2.798218574523925639e+00
2.926537928581237846e+00
2.867686095237731880e+00
2.693703112602233940e+00
2.853965439796447789e+00
2.592242980003356845e+00
2.514020042419433665e+00
2.971414446830749512e+00
2.841169619560241610e+00
2.932129712104797559e+00
2.826155009269714302e+00
2.747879614830017303e+00
2.698855648040771271e+00
2.753625497817993040e+00
2.991487698554992747e+00
